,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
447,BLU Studio View,0,"2018, January",159 g (5.61 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~72.8% screen-to-body ratio)","640 x 1280 pixels, 18:9 ratio (~260 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",8 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 2850 mAh battery,About 100 USD
448,BLU Vivo XL3,1,"2018, February",143 g (5.04 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~74.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDA",13 MP,"4.0, A2DP",Non-removable Li-Po 3000 mAh battery,About 180 USD
449,BLU Vivo One Plus,1,"2018, April",173 g (6.10 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~73.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM",13 MP,13 MP,"4.0, A2DP",Non-removable Li-Po 4000 mAh battery,About 180 USD
450,BLU Dash L4,0,"2017, December",119 g (4.20 oz),"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual-core 1.3 GHz,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",5 MP,2 MP,"4.0, A2DP",Removable Li-Po 1700 mAh battery,About 60 USD
451,BLU X Link,0,"2018, March",65 g (2.29 oz),"IPS LCD capacitive touchscreen, 16M colors","1.1 inches, 3.9 cm2 (~15.8% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~309 ppi density)",256 MHz,"4 MB, 4 MB RAM","4 MB, 4 MB RAM",No,,4.0,Non-removable Li-Po 320 mAh battery,About 60 USD
452,BLU Vivo XL3 Plus,1,"2018, March",169 g (5.96 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Quad-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDA",16 MP,"4.0, A2DP",Non-removable Li-Po 3000 mAh battery,About 200 USD
453,BLU Vivo X,1,"2018, February",188 g (6.63 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~75.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Octa-core (4x2.6 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, 1/3","20 MP, 1/2","4.0, A2DP",Non-removable Li-Po 4010 mAh battery,About 300 USD
454,BLU Studio J8M LTE,1,"2018, February",140 g (4.94 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM",8 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 2000 mAh battery,About 100 USD
455,BLU Vivo One,1,"2018, February",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~75.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM",12 MP,8 MP,"4.0, A2DP",Non-removable Li-Po 3000 mAh battery,About 140 USD
456,BLU Studio View XL,0,"2018, January",174 g (6.14 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~70.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A7,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","13 MP, 1/4",5 MP,"4.0, A2DP",Removable Li-Po 3000 mAh battery,About 100 EUR
457,BLU Dash L5 LTE,1,"2017, November",148 g (5.22 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Removable Li-Po 2000 mAh battery,
458,BLU Dash L4 LTE,1,"2017, December",123 g (4.34 oz),"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP",Removable Li-Po 1700 mAh battery,
459,BLU Grand 5.5 HD II,0,"2017, November",170 g (6.00 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz Cortex-A7,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","13 MP, 1/4",8 MP,"4.0, A2DP",Removable Li-Po 2800 mAh battery,
460,BLU Life One X3,1,"2017, November",182 g (6.42 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.3 GHz,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, 1/3",13 MP,"4.0, A2DP",Non-removable Li-Po 5000 mAh battery,
461,BLU R2 Plus,1,"2017, November",167 g (5.89 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.3 GHz,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2",13 MP,"4.0, A2DP",Non-removable Li-Po 3000 mAh battery,
462,BLU Studio G3,0,"2017, October",161 g (5.68 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~188 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 2050 mAh battery,
463,BLU Grand M2 LTE,1,"2017, October",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~188 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 2600 mAh battery,
464,BLU C5 LTE,1,"2017, November",176 g (6.21 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,3.15 MP,"4.0, A2DP",Non-removable Li-Po 2000 mAh battery,
465,BLU Grand M2,0,"2017, October",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~188 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 2600 mAh battery,
466,BLU C5 (2017),0,"2017, October",172 g (6.07 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Dual-core 1.3 GHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",5 MP,3.15 MP,"4.0, A2DP",Li-Po 2000 mAh battery,
467,BLU S1,1,"2017, September",137 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM",13 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 2800 mAh battery,
468,BLU Grand XL LTE,1,"2017, August",182 g (6.42 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM or 8 GB, 1 GB RAM","16 GB, 2 GB RAM or 8 GB, 1 GB RAM","13 MP, 1/4",8 MP,"4.0, A2DP",Non-removable Li-Po 3200 mAh battery,
469,BLU Touchbook M7,0,"2017, July",265 g (9.35 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~68.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",3.15 MP,2 MP,"4.1, A2DP, LE",Non-removable Li-Po 2800 mAh battery,
470,BLU Studio Pro,0,"2017, August",151 g (5.33 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF
",5 MP,"4.0, A2DP",Removable Li-Po 2000 mAh battery,
471,BLU Studio G Mini,0,"2017, August",121 g (4.27 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Dual-core 1.3 GHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",5 MP,2 MP,"4.0, A2DP",Removable Li-Po 1700 mAh battery,
472,BLU Vivo 8,1,"2017, August",180 g (6.35 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2",16 MP,"4.0, A2DP",Non-removable Li-Po 4010 mAh battery,About 300 USD
473,BLU Studio J8,0,"2017, July",183 g (6.46 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",8 MP,5 MP,"4.1, A2DP, LE",Non-removable Li-Po 2500 mAh battery,
474,Bosch 909 Dual S,0,1999,109 g (3.84 oz),Monochrome graphic,,"96 x 32 pixels, 4 x 16 chars",,,,No,,No,Removable Li-Ion battery,
475,Bosch 909 Dual,0,1999,99 g (3.49 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable Li-Ion 650 mAh battery,
476,Bosch Com 908,0,1998,99 g (3.49 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable Li-Ion 650 mAh battery,
477,Bosch Com 509,0,1999,150 g (5.29 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable NiMH battery,
478,Bosch World 718,0,1996,189 g (6.67 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable Li-Ion 650 mAh battery,
479,Bosch Com 738,0,1996,189 g (6.67 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable Li-Ion 650 mAh battery,
480,Bosch Com 906,0,1996,145 g (5.11 oz),Monochrome graphic,,3 x 15 chars,,,,No,,No,Removable Li-Ion 500 mAh battery,
481,Bosch Com 608,0,1999,169 g (5.96 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable NiMH 550 mAh battery,
482,Bosch Com 607,0,1997,189 g (6.67 oz),Monochrome graphic,,4 x 16 chars,,,,No,,No,Removable NiMH 550 mAh battery,
483,Bosch Com 207,0,1997,179 g (6.31 oz),Alphanumeric,,1 x 10 chars,,,,No,,No,Removable NiMH 600 mAh battery,
484,BQ Aquaris X2 Pro,1,"2018, May",168 g (5.93 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.65 inches, 82.4 cm2 (~75.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1","8 MP, f/2.","5.0, A2DP, LE, aptX",Non-removable Li-Ion 3100 mAh battery,About 390 EUR
485,BQ Aquaris X2,1,"2018, May",163 g (5.75 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.65 inches, 82.4 cm2 (~75.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Octa-core 1.8 GHz Kryo 260,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/1","8 MP, f/2.","5.0, A2DP, LE, aptX",Non-removable Li-Ion 3100 mAh battery,About 310 EUR
486,BQ Aquaris VS Plus,1,"2018, February",183 g (6.46 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/2","8 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Po 3400 mAh battery,About 230 EUR
487,BQ Aquaris VS,1,"2018, February",165 g (5.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/2","8 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Po 3100 mAh battery,About 190 EUR
488,BQ Aquaris U2 Lite,1,"2017, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.4 GHz,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, f/2.","5 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Po 3100 mAh battery,About 170 EUR
489,BQ Aquaris U2,1,"2017, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, f/2","5 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Po 3100 mAh battery,About 190 EUR
490,BQ Aquaris V Plus,1,"2017, September",183 g (6.46 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/2","8 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Po 3400 mAh battery,About 260 EUR
491,BQ Aquaris V,1,"2017, September",165 g (5.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","12 MP, f/2","8 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Po 3100 mAh battery,About 210 EUR
492,BQ Aquaris X Pro,1,"2017, April",158 g (5.57 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core 2.2 GHz Cortex-A53,"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12 MP, f/1","8 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Ion 3100 mAh battery,About 370 EUR
493,BQ Aquaris X,1,"2017, April",153 g (5.40 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core 2.2 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, f/2","8 MP, f/2.","4.2, A2DP, LE, aptX",Non-removable Li-Ion 3100 mAh battery,About 290 EUR
494,BQ Aquaris U Lite,1,"2016, September",140 g (4.94 oz),"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF, ","5 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Po 3080 mAh battery,About 160 EUR
495,BQ Aquaris U,1,"2016, September",140 g (4.94 oz),"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, PDA","5 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Po 3080 mAh battery,About 190 EUR
496,BQ Aquaris U Plus,1,"2016, September",139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","16 MP, PDA","5 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Po 3050 mAh battery,About 220 EUR
497,BQ Aquaris X5 Plus,1,"2016, July",145 g (5.11 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"16 GB, 2 GB RAM32 GB, 3 GB RAM","16 GB, 2 GB RAM32 GB, 3 GB RAM","16 MP, f/2","8 MP, f/2.","4.1, A2DP, LE",Non-removable Li-Po 3200 mAh battery,About 300 EUR
498,BQ Aquaris E5s,1,2015,139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/1","5 MP, f/2.","4.0, A2DP",Non-removable Li-Po 2850 mAh battery,About 210 EUR
499,BQ Aquaris X5,1,2015,148 g (5.22 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM32 GB, 3 GB RAM","16 GB, 2 GB RAM32 GB, 3 GB RAM","13 MP, f/2","5 MP, f/2.","4.0, A2DP",Non-removable Li-Po 2900 mAh battery,About 230 EUR
500,BQ Aquaris M5,1,2015,144 g (5.08 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2/3 GB RAM32 GB, 3 GB RAM","16 GB, 2/3 GB RAM32 GB, 3 GB RAM","13 MP, f/2","5 MP, f/2.","4.0, A2DP",Non-removable Li-Po 3120 mAh battery,About 260 EUR
501,BQ Aquaris M5.5,1,2015,162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2/3 GB RAM32 GB, 3 GB RAM","16 GB, 2/3 GB RAM32 GB, 3 GB RAM","13 MP, f/2","5 MP, f/2.","4.0, A2DP",Non-removable Li-Po 3620 mAh battery,About 300 EUR
502,BQ Aquaris M4.5,1,2015,115 g (4.06 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.0 GHz Cortex-A53,"8 GB, 1 GB RAM16 GB, 1/2 GB RAM","8 GB, 1 GB RAM16 GB, 1/2 GB RAM","8 MP, f/2.","5 MP, f/2.","4.0, A2DP",Non-removable Li-Po 2470 mAh battery,About 180 EUR
503,BQ  Aquaris M10,0,2015,470 g (1.04 lb),"Capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~70.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM",5 MP,2 MP,"4.0, A2DP",Non-removable Li-Po 7280 mAh battery,About 230 EUR
504,Casio G'zOne CA-201L,1,"2013, March. Released 2013, May",173.8 g (6.10 oz),"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~51.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual-core 1.5 GHz Krait,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","8 MP, AF",1.3 MP,"4.0, A2DP",Removable Li-Ion 1800 mAh battery,About 270 EUR
505,Casio G'zOne Commando,0,"2011, April. Released 2011, April",154 g (5.43 oz),"TFT capacitive touchscreen, 16M colors","3.6 inches, 36.9 cm2 (~43.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)",,"1 GB, 512 MB RAM","1 GB, 512 MB RAM","5 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1460 mAh battery,About 300 EUR
506,Casio G'zOne Ravine 2,0,"2011, November. Released 2011, November",138 g (4.87 oz),TFT,"2.2 inches, 15.0 cm2 (~27.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,"512 MB, 256 MB RAM","512 MB, 256 MB RAM","3.15 MP, A",No,"3.0, A2DP",Removable Li-Ion 1150 mAh battery,About 210 EUR
507,Casio G'zOne Ravine,0,"2010, October. Released 2010, October",131 g (4.62 oz),"TFT, 65K colors","2.2 inches, 15.0 cm2 (~25.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,"512 MB, 192 MB RAM","512 MB, 192 MB RAM","3.15 MP, A",No,"2.1, A2DP, EDR",Removable Li-Ion 1140 mAh battery,
508,Casio G'zOne Brigade,0,"2010, February. Released 2011, March",170 g (6.00 oz),"TFT, 65K colors","2.9 inches, 23.9 cm2 (~37.8% screen-to-body ratio)","400 x 240 pixels, 5:3 ratio (~161 ppi density)",,"256 MB (123 MB user available), 192 MB RAM","256 MB (123 MB user available), 192 MB RAM","3.15 MP, A",No,"2.1, A2DP, EDR",Removable Li-Ion 1440 mAh battery,
509,Cat B35,1,"2018, September",130 g (4.59 oz),TFT,"2.4 inches, 17.8 cm2 (~21.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Dual-core (2x1.3 GHz Cortex-A7),"4 GB, 512 MB RAM","4 GB, 512 MB RAM",2 MP,No,"4.1, A2DP, LE",Non-removable Li-Ion 2300 mAh battery,About 110 EUR
510,Cat S41,1,"2017, September",218 g (7.69 oz),TFT capacitive touchscreen,"5.0 inches, 68.9 cm2 (~60.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDA",8 MP,"4.1, A2DP, LE",Non-removable Li-Ion 5000 mAh battery,About 450 EUR
511,Cat S31,1,"2017, September",200 g (7.05 oz),TFT capacitive touchscreen,"4.7 inches, 60.9 cm2 (~56.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Quad-core 1.3 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.1, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 330 EUR
512,Cat S61,1,"2018, February",250 g (8.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~65.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core 2.2 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, PDA",8 MP,"5.0, A2DP, LE",Non-removable Li-Ion 4500 mAh battery,About 900 EUR
513,Cat S60,1,"2016, February",-,"a-Si AHVA capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~56.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF,",5 MP,"4.1, A2DP",Non-removable Li-Ion 3800 mAh battery,About 650 EUR
514,Cat S30,1,"2015, September",181 g (6.38 oz),TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~54.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","5 MP, AF",2 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 340 EUR
